movie_id,title_1M,genres_1M,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,clean_title,imdbId,tmdbId,description
105,"Bridges of Madison County, The (1995)","['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"Bridges of Madison County, The",112579.0,688.0,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
106,Nobody Loves Me (Keiner liebt mich) (1994),"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Nobody Loves Me (Keiner liebt mich),110251.0,11907.0,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?—<tm@txk.com>"
107,Muppet Treasure Island (1996),"['Adventure', ""Children's"", 'Comedy', 'Musical']",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,Muppet Treasure Island,117110.0,10874.0,"The Muppets set sail in search of treasure, with Jim Hawkins and Long John Silver."
109,Headless Body in Topless Bar (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Headless Body in Topless Bar,113276.0,96357.0,"Late one night, in a seedy topless bar, a group of men watch a stripper dance over their malted beverages. But, one of them is an ex-con who's about to put the group on a collision course with death. Inspired by the events that spawned the New York Post headline, Headless Body in Topless Bar is an intense black comedy about a group of hostages held under the torment of a twisted gunman. The lonely, deranged killer leads the patrons through a bizarre, intriguing, and darkly humorous pop-psychotherapy session that's part truth or dare, part Russian roulette. As the searing drama develops, issues arise: the politics of gender, the effects of institutionalization, and the deadly dance between predator and prey. Who will survive? Candy the jaded stripper? Lumkin, the Wall Street sexual deviant? Carl, the wheelchair-bound regular? Or Vic and Creamface, the two loudmouth beer-chugging hockey buddies? Anything can happen with this madman in charge.—Clint Weiler"
110,Braveheart (1995),"['Action', 'Drama', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1995,Braveheart,112573.0,197.0,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
111,Taxi Driver (1976),"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1976,Taxi Driver,75314.0,103.0,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
113,Before and After (1996),"['Drama', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1996,Before and After,115645.0,43566.0,Two parents deal with the effects when their son is accused of murdering his girlfriend.
114,Margaret's Museum (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Margaret's Museum,113774.0,71754.0,"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them."
116,Anne Frank Remembered (1995),['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,Anne Frank Remembered,112373.0,51352.0,"Tells the story of the Frank family and paints a portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust."
117,"Young Poisoner's Handbook, The (1995)",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Young Poisoner's Handbook, The",115033.0,16934.0,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and, in particular, his stepmother torments him. He decides to poison those who annoy him, first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him, but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there, he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him, thereby securing his release.—Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>"
118,If Lucy Fell (1996),"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,If Lucy Fell,116606.0,10324.0,Two NYC roommates have a pact to jump off Brooklyn Bridge if they haven't found life partners before she's 30. That's less than a month away.
119,"Steal Big, Steal Little (1995)",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Steal Big, Steal Little",114536.0,78406.0,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.—Anonymous"
120,Race the Sun (1996),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,Race the Sun,117427.0,55731.0,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia."
122,Boomerang (1992),"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,Boomerang,103859.0,11066.0,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.
124,"Star Maker, The (Uomo delle stelle, L') (1995)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"Star Maker, The (Uomo delle stelle, L')",114808.0,37975.0,A photographer and the types of people he encounters.
125,Flirting With Disaster (1996),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,Flirting With Disaster,116324.0,2074.0,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents."
126,"NeverEnding Story III, The (1994)","['Adventure', ""Children's"", 'Fantasy']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1994,"NeverEnding Story III, The",110647.0,27793.0,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
128,Jupiter's Wife (1994),['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,Jupiter's Wife,110217.0,290157.0,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.—James Meek <james@oz.net>"
130,Angela (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Angela,112364.0,32622.0,Rebecca Miller's riveting drama examines how two sisters cope with their mother's mental illness.
131,Frankie Starlight (1995),"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,Frankie Starlight,113107.0,73067.0,"A writer with dwarfism shares the story of his unconventional, though not altogether bad, upbringing as his mother struggled to raise him in the mid-20th century with help from a surrogate father."
132,Jade (1995),['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,Jade,113451.0,11863.0,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves."
133,Nueba Yol (1995),"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Nueba Yol,114015.0,55475.0,"The humble and hardworking Orodoto Balbuena finally gets an opportunity of realizing his lifelong dream of reaching New York and living the ""American Dream"", but soon finds out that things aren't as pretty as he thought."
134,Sonic Outlaws (1995),['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,Sonic Outlaws,114500.0,124636.0,"Within days after the release of Negativland's clever parody of U2 and Casey Kasem, recording industry giant Island Records descended upon the band with a battery of lawyers intent on erasing the piece from the history of rock music. Craig Baldwin follows this and other intellectual property controversies across the contemporary arts scene. Playful and ironic, his cut-and-paste collage-essay surveys the prospects for an ""electronic folk culture"" in the midst of an increasingly commodified corporate media landscape."
135,Down Periscope (1996),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,Down Periscope,116130.0,9101.0,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days."
136,From the Journals of Jean Seberg (1995),['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,From the Journals of Jean Seberg,113125.0,123360.0,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema, politics, American society and culture, and film theory to inform, entertain, and move the viewer. Seberg's many marriages, as well as her film roles, are discussed extensively. Her involvement with the Black Panther Movement and subsequent investigation by the FBI is covered. Notably, details of French New Wave cinema, Russian Expressionist (silent) films, and the careers of Jane Fonda, Vanessa Redgrave, and Clint Eastwood are also intensively examined. Much of the film is based on conjecture, but Rappaport encourages viewers to re-examine their ideas about women in film with this thought-provoking picture.—Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>"
137,Man of the Year (1995),['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,Man of the Year,113756.0,5757.0,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling of Dirk's decision to send a photograph to Playgirl, his selection as a centerfold and then Man of the Year, his many TV interviews, his friend Vivian Paxton posing as his beard, and the pressures from his live-in lover to come out of the closet. Interspersed with this chronological narrative are a black and white look at an evening Dirk spends with Angela Lucassey, a woman from Reno who wins Playgirl's national contest to have a date with Dirk, and an interview with a stripper who tracks Dirk down.—<jhailey@hotmail.com>"
138,"Neon Bible, The (1995)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"Neon Bible, The",113952.0,39428.0,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality of memory while creating a heartfelt portrait of a boy's life in a rural 1940s Southern town.—Ivana Redwine <credwine@ix.netcom.com>"
139,Target (1995),"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Target,114618.0,124639.0,A cynical woman (Champa) leads exploited workers in a revolt against a cruel landowner (Mohan Agashe) in India.
140,Up Close and Personal (1996),"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,Up Close and Personal,118055.0,9302.0,"An ambitious young woman, determined to build a career in television journalism, gets good advice from her first boss, and they fall in love."
141,"Birdcage, The (1996)",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"Birdcage, The",115685.0,11000.0,"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing, conservative parents."
142,Shadows (Cienie) (1988),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1988,Shadows (Cienie),94878.0,525153.0,"During the Second World War, tens of thousands of blonde, blue-eyed Polish children were snatched from their parents and given to German families. Lebensborn was part of Hitler's plan to expand the Aryan master race within the Third Reich. In 'The Road Home', eight-year old Jerzy returns home at the end of the war to a joyful reunion with his long-lost mother and grandfather. But problems arise as he is taunted by his peers and, longing for his missing father, burns with resentment for his new communist stepfather.—Anonymous"
143,Gospa (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Gospa,113200.0,249882.0,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest."
144,"Brothers McMullen, The (1995)",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Brothers McMullen, The",112585.0,16388.0,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity."
145,Bad Boys (1995),['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Bad Boys,112442.0,9737.0,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.
146,"Amazing Panda Adventure, The (1995)","['Adventure', ""Children's""]",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Amazing Panda Adventure, The",112342.0,30765.0,A young American boy visiting China helps his zoologist father rescue a panda cub from unscrupulous poachers while its reserve is threatened with closure from officious bureaucrats.
147,"Basketball Diaries, The (1995)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"Basketball Diaries, The",112461.0,10474.0,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.
148,"Awfully Big Adventure, An (1995)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"Awfully Big Adventure, An",112427.0,22279.0,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue.—Alex Brewer"
149,Amateur (1994),"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1994,Amateur,109093.0,30157.0,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star."
150,Apollo 13 (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Apollo 13,112384.0,568.0,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
151,Rob Roy (1995),"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1995,Rob Roy,114287.0,11780.0,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite."
152,"Addiction, The (1995)",['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,"Addiction, The",112288.0,34996.0,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood."
153,Batman Forever (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,Batman Forever,112462.0,414.0,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin."
155,Beyond Rangoon (1995),"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1995,Beyond Rangoon,112495.0,1873.0,An American tourist finds herself in the middle of a political uprising in Burma.
156,Blue in the Face (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Blue in the Face,112541.0,5894.0,"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn."
158,Casper (1995),"['Adventure', ""Children's""]",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Casper,112642.0,8839.0,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.
159,Clockers (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Clockers,112688.0,20649.0,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them."
160,Congo (1995),"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1995,Congo,112715.0,10329.0,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
161,Crimson Tide (1995),"['Drama', 'Thriller', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1995,Crimson Tide,112740.0,8963.0,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger-happy Captain from launching his missiles before confirming his orders to do so."
162,Crumb (1994),['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,Crumb,109508.0,26564.0,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.
163,Desperado (1995),"['Action', 'Romance', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1995,Desperado,112851.0,8068.0,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.
164,Devil in a Blue Dress (1995),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1995,Devil in a Blue Dress,112857.0,8512.0,"A Black war hero is hired to find a mysterious woman, and gets mixed up in a murderous political scandal in 1948 Los Angeles."
165,Die Hard: With a Vengeance (1995),"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,Die Hard: With a Vengeance,112864.0,1572.0,"John McClane is forced out of suspension to play a game of ""Simon Says"" by a terrorist who has planted bombs all around New York City and will detonate them if McClane doesn't do what he says."
166,"Doom Generation, The (1995)","['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"Doom Generation, The",112887.0,13552.0,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts."
167,Feast of July (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Feast of July,113044.0,259209.0,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result."
168,First Knight (1995),"['Action', 'Adventure', 'Drama', 'Romance']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,First Knight,113071.0,6520.0,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table."
169,Free Willy 2: The Adventure Home (1995),"['Adventure', ""Children's"", 'Drama']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Free Willy 2: The Adventure Home,113114.0,9073.0,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
170,Hackers (1995),"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1995,Hackers,113243.0,10428.0,Teenage hackers discover a criminal conspiracy with plans to use a computer virus that will capsize five oil tankers.
171,Jeffrey (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Jeffrey,113464.0,17447.0,A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.
172,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,Johnny Mnemonic,113481.0,9886.0,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza."
173,Judge Dredd (1995),"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,Judge Dredd,113492.0,9482.0,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart."
174,Jury Duty (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Jury Duty,113500.0,19326.0,Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.
175,Kids (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Kids,113540.0,9344.0,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins."
176,Living in Oblivion (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Living in Oblivion,113677.0,9071.0,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.
177,Lord of Illusions (1995),['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,Lord of Illusions,113690.0,8973.0,A private detective guards an illusionist's beautiful Wife.
178,Love & Human Remains (1993),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,Love & Human Remains,107447.0,15730.0,"In Edmonton, Canada, a failed actor lives with a bookish woman, whom he dated before coming out as a homosexual. While they and their friends each aim to find love and sexual gratification, a serial killer stalks the city's women."
179,Mad Love (1995),"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,Mad Love,113729.0,47608.0,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.
180,Mallrats (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Mallrats,113749.0,2293.0,"Both dumped by their girlfriends, two best friends seek refuge in the local mall."
181,Mighty Morphin Power Rangers: The Movie (1995),"['Action', ""Children's""]",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Mighty Morphin Power Rangers: The Movie,113820.0,9070.0,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea."
182,Moonlight and Valentino (1995),"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,Moonlight and Valentino,113851.0,68274.0,A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.
183,Mute Witness (1994),['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,Mute Witness,110604.0,48787.0,"A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture."
184,Nadja (1994),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Nadja,110620.0,34574.0,A vampire family deals with their father's death in NYC while being pursued by Van Helsing and his nephew. Love and destruction clash in this modern vampire story.
185,"Net, The (1995)","['Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,"Net, The",113957.0,1642.0,"When Angela Bennett, a computer programmer, stumbles upon government secrets, she finds herself on the run from an unknown enemy hell-bent on destroying her completely."
186,Nine Months (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Nine Months,113986.0,11472.0,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse."
187,Party Girl (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Party Girl,114095.0,36196.0,"An irresponsible 20-something party girl is bailed out of jail by her librarian godmother. To repay the loan, she starts working at the library and gradually turns her life around."
188,"Prophecy, The (1995)",['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,"Prophecy, The",114194.0,11980.0,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher."
189,Reckless (1995),['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Reckless,114241.0,58372.0,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone has dark secrets in this wacky movie."
190,Safe (1995),['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,Safe,114323.0,32646.0,An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.
191,"Scarlet Letter, The (1995)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"Scarlet Letter, The",114345.0,10533.0,An affair between a young woman and a pastor has disastrous consequences.
193,Showgirls (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Showgirls,114436.0,10802.0,"A mysterious young drifter who calls herself Nomi Malone hitches a ride to Las Vegas, where she finds work as a stripper and sets about clawing her way to the top of the Vegas showgirls."
194,Smoke (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Smoke,114478.0,10149.0,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers."
195,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,Something to Talk About,114496.0,18402.0,A woman's world is rocked when she discovers her husband is cheating on her.
196,Species (1995),"['Horror', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1995,Species,114508.0,9348.0,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
197,"Stars Fell on Henrietta, The (1995)",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"Stars Fell on Henrietta, The",114534.0,139408.0,A story of desperate search for oil.
198,Strange Days (1995),"['Action', 'Crime', 'Sci-Fi']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1995,Strange Days,114558.0,281.0,A black-marketeer tries to save a woman in 1999 Los Angeles.
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1964,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",58450.0,5967.0,A young woman separated from her lover by war faces a life-altering decision.
200,"Tie That Binds, The (1995)",['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,"Tie That Binds, The",114666.0,79593.0,"A couple who is childless adopts a tittle girl, they think that their lives are happy and full of joy. But then the little girl's birth parents who are a pair of robbers, come after her to reclaim their daughter."
201,Three Wishes (1995),['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Three Wishes,114663.0,47939.0,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family."
202,Total Eclipse (1995),"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,Total Eclipse,114702.0,36834.0,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle."
